pub_date,city,address,title,owner,contractor,engineer,cert_url
"
  2011-02-18
",Middlesex County,"555 Wharncliffe Road South, 50 Greenside Avenue, 1475 Brydges Street, 1085 Commissioner's Road West, London, Ontario ",Replacement Fieldhouse,The Corporation of the City of London,Aveiro Constructors Limited,Cornerstone Architecture Incorporated,https://canada.constructconnect.com/dcn/certificates-and-notices/5212E1EB-09A8-47D2-827B-57A87DEEA8D4
"
  2011-02-18
",Town of Milton,"8277 Lawson Road, Milton, Ontario L9T 5C7 ",Repaving Work Manheim Toronto,Manheim Auto Auctions Company (Canada) d/b/a Manheim Toronto,First Gulf Canada Corporation,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/E5DFDE52-07D3-4995-82E6-DE9B9469F9C6
"
  2011-02-18
",York Region,City of Vaughan ,One storey office & warehouse,Anatolia Capital Corp.,Condor Construction Ltd.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/02FF352E-1C26-4637-AB6D-1A5F21C5212D
"
  2011-02-18
","Whitney District of Cochrane, Ontario","Hoyle Pond Mine P.O. Box 70, 4315 Gold Mine Road, South Porcupine,  ON  P0N 1H0 Canada ",Lateral Development Contract - Production and Service Hoist Room Development PGM-HPD-1001,Goldcorp Canada Ltd. and Goldcorp Inc.,Dumas Contracting,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/930F33C0-9B0E-4A9F-84C8-AA6EB21ACBC0
"
  2011-02-18
",Wikwemikong,"2338 Wikwemikong Way, Wikwemikong, Ontario ",Wikwemikong Community Arena Upgrades,Wikwemikong Unceded Indian Reserve No. 26,Build North Construction Inc.,"J.L. Richards & Associates Limited (Jeff Laberge, OAA, MRAIC, LEED AP)",https://canada.constructconnect.com/dcn/certificates-and-notices/9624C7F5-BA9A-4159-A34C-B4D41AAE05A3
"
  2011-02-18
",City of Peterborough,"872 Dutton Road, Peterborough, ON  K9H 0A6 ",Five Counties Children's Centre Addition and Improvements,Five Counties Children's Centre,Peak Engineering & Construction Ltd.,Gregg Gordon Architect,https://canada.constructconnect.com/dcn/certificates-and-notices/8EB822DB-B830-4BD3-A170-69BED24436CD
"
  2011-02-18
","40 King Street W., 32nd Floor", ,Interior Leasehold Alterations,Wells Fargo,Rae Brothers Ltd.,Cushman & Wakefield - Thomas M. Michaud,https://canada.constructconnect.com/dcn/certificates-and-notices/F12E52CD-9401-4DE0-8C0E-5CAC02F4C895
"
  2011-02-18
","Lindsay, Ontario","10 Angeline Street North, Lindsay, ON  K9V 4M8 ",D.I. Renovations,Ross Memorial Hospital,Olar Limited,Parkin Architects Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/5DFE91BA-79EE-4E97-AFF9-24653DEEC160
"
  2011-02-18
",City of Toronto,969 Eastern Avenue ,Drywall Bulkhead Removal,Brookfield LePage Johnson Controls Facility Management,RBG Environmental Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/DBB0982A-E105-4F1C-A468-3E6EE47C2517
"
  2011-02-18
",Town of Milton,"77 Thompson Road, Milton,  ON ",Memorial Arena North Ice Resurfacing Room Addition,Town of Milton,Jeffrey G. Wallans Construction Limited,GENIVAR,https://canada.constructconnect.com/dcn/certificates-and-notices/31141A71-25DC-4D82-A04A-B46E80B12E28
"
  2011-02-18
",Nipissing District,City of North Bay ,The Corporation of the City of North Bay POA Court,The Corporation of the City of North Bay,D.J. Venasse Construction Limited,Mitchell Architects Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/F0E02B84-BE36-47D9-B212-3CF774564FC1
"
  2011-02-18
","Town of Bradford,  West Gwillimbury","Building 'F', Units 2 to 5, 459 Holland St. W., Bradford, ON L3Z 0C1 ",Tenant Work Paws and Claws,Great Gulf (Churchill) Inc.,First Gulf Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/FFB01FC1-C7D7-49BB-9D4A-90F394C73DB6
"
  2011-02-18
",City of Toronto,"777 Bay St., Toronto ",Interior and exterior renovations,Grand & Toy,Del-Ric Integrated Construction,Rebecca Caven Shikatani Lacroix,https://canada.constructconnect.com/dcn/certificates-and-notices/80FFF4FC-4CB9-4077-ACF6-E659F1CF0A5D
"
  2011-02-18
","Ridgetown, Chatham Kent, Ontario","19306 Kenesserie Road, Ridgetown, Ontario N0P 2C0 ",Talbot Windfarm,Talbot Windfarm LP,RES Canada Construction LP,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/9D9E2A3C-DC62-4760-B5A1-788042B1422C
"
  2011-02-18
",City of Mississauga,"3880 Nashua Drive, Mississauga, ON ",Starr Culinary Delights - Freezer Installation Interior Renovation of space into a freezer & cooler for product storage,Starr Culinary Delights,Coldbox Builders,"Paul McKinnon, P.Eng. - Consultants (Mallot Creek Associates Inc.)",https://canada.constructconnect.com/dcn/certificates-and-notices/8F22FAF6-74FB-484A-AFBC-B251DAA16A37
"
  2011-02-18
",Certificate of Completion of Subcontract,"Of the premises at:  2000 Simcoe Street North, Oshawa, Ontario  L1H 7L7 "," FORM 7SUBSECTION 33(1) OF THE ACT_____This is to certify the completion of a subcontract for the supply of services or materials between  Anchor Shoring &  Caissons Limited and  Vanbots, a division of Carillion Construction Inc. dated the  5th day of  October 2009The subcontract provided for the supply of the following services or materialsTo the following improvement:  Energy Research Centre, University of Ontario Institute of Technology - Shoring &  Underpinning 
",The Board of Governors of the Durham College of Applied Arts and Technology,Anchor Shoring & Caissons Limited,Diamond and Schmitt Architects Incorporated,https://canada.constructconnect.com/dcn/certificates-and-notices/A9D60495-6A5A-4BBA-906D-98308712D543
"
  2011-02-18
",City of Toronto,Parc Downsview Park Inc. ,Contract: East Pond,Parc Downsview Park Inc.,Rutherford Contracting Ltd.,MMM Group Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/2A01D22E-8296-409F-8FFA-0379ADE40924
"
  2011-02-18
",Wellington County,City of Guelph ,"Contract No. 10-117 - River Run Centre, Parking Lot Reconstruction",City of Guelph,Drexler Construction Limited,"Steve Conway, CET, (rcsi) Gamsby and Mannerow Limited",https://canada.constructconnect.com/dcn/certificates-and-notices/661BF0B5-B029-4C8F-A636-C078DF949F37
"
  2011-02-18
",City of Mississauga,"3359 Mississauga Road North, Mississauga, Ontario L5L 1C6 ","Construction of a new 150,000sf 3 storey University of Toronto Instructional Centre",University of Toronto,Eastern Construction Company Limited,Altus Group Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/5E0A5854-ACB9-4A4D-A17F-6BB7884E4C41
"
  2011-02-17
",Middlesex County,"823 Exeter Road, London,  Ontario ",Project No. 496011 (Mechanical Upgrades) - OPP London,CB Richard Ellis Global Corporate Services (CBRE),ICORR Construction Inc.,RoMar Engineering Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/190ACC23-9CF6-4A23-A7D6-3B159A080377
"
  2011-02-17
","Windsor, ON","5415 Tecumseh Rd., Windsor, ON ",Interior Fit Up,Sobeys Capital Incorporated,STC Construction Group Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/EA80BB4F-9DB9-4FA5-B6C6-C88C0EEC72C4
"
  2011-02-17
",York Region,"17310 Yonge St., Newmarket, ON ","ORC Renovation, Unit No. 1",Yongemill Group Inc.,Ridgeway Services & Construction Ltd.,YT Architectural Services Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/988BC722-C43E-4C83-9F87-E3E848E225FC
"
  2011-02-17
",City of Windsor,"9475 Twin Oaks Drive, Windsor, Ontario ",International Nutrient Technologies Limited Manufacturing Facility - Building Expansion and Site Modifications,International Nutrient Technologies Limited,DeAngelis Construction Inc.,"Sam Dawood for Haddad, Morgan and Associates Ltd.",https://canada.constructconnect.com/dcn/certificates-and-notices/5B60DC2C-9CC5-485C-8E40-287E85FE39B9
"
  2011-02-17
",Muskoka District,"70 Pine Street, Bracebridge, Ontario  P1L 1N3 ","Contract No. 10-440-036 Supply and Installation of Solid Waste Compactors at Medora, McLean and Franklin Transfer Stations",District Municipality of Muskoka,Efficient Waste Management Inc.,C.C. Tatham & Associates Ltd.,https://canada.constructconnect.com/dcn/certificates-and-notices/A8D9D9FA-F006-4799-A12E-5DD788338586
"
  2011-02-17
",Scarborough Township,"1 Town Centre Court, Scarborough, Ontario M1P 0B3 ",to perform Underslab Drainage at Centro Residential Condominium,Townscape (1991) Limited Partnership,Faga Group Construction Limited,Dominus Construction Group,https://canada.constructconnect.com/dcn/certificates-and-notices/A7DD0D95-8BE7-49ED-82E3-B0F5FDCC17CD
"
  2011-02-17
",City of Toronto,"Mimico Arena, 31 Drummond Street, Toronto,  Ontario ",Contract # P.O. #6030456 - State-of-GoodRepair Rehabilitation of Mimico Arena,City of Toronto,Canada Construction Limited,Peter T. Mitches & Associates Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/022D112E-B673-4B12-8F23-A79C197DF673
"
  2011-02-17
",York Region,Town of Richmond Hill ,"TW62-08 - Year 2010 for the supply of labour, materials and equipment necessary to carry out the preventative maintenance and the rehabilitation of the towns wastewater collection and storm sewer system located within the Town of Richmond Hill",The Town of Richmond Hill,D.M. Robichaud Associates Ltd.,"Edison Evangelista, Wastewater Technician",https://canada.constructconnect.com/dcn/certificates-and-notices/AADEC7FF-E770-4B03-88CE-7B2F105CE8BC
"
  2011-02-17
","Correction to ad ran February 11, 2011 issue",Northwest Region ,Contract # 2010-6016 Close Cut Clearing Hwy 11/17 from 2.23 km east of Mackenzie Heights Rd. to 0.38 km east of Birch Beach Rd.,Her Majesty the Queen in Right of Ontario as represented by the Minister of Transportation,Riverbend Timber Limited,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/EFFE8AD5-1713-47C7-A56D-4A1BA76AD5D2
"
  2011-02-17
",Halton Region,City of Burlington ,"Emery Investments Phase 2 - Internal, Contract I - Secondary Roadworks; Emery Investments Phase 2 - Palladium Way, Contract I - Secondary Roadworks; Emery Investments Phase 2 - Mikalda Road, Contract I - Secondary Roadworks",Emery Investments,Dom Meridian Construction Ltd.,"Urbantech Consulting, A Division of Leighton-Sytsma Ltd.",https://canada.constructconnect.com/dcn/certificates-and-notices/FE7A7776-41E4-49AE-ADB6-43D0E4C0F89D
"
  2011-02-17
",Town of Markham,8101 Leslie Street ,"Construction of an artificial field, clubhouse and air supported structure",Town of Markham,Rutherford Contracting,"Tim Turner, Baker Turner Inc.",https://canada.constructconnect.com/dcn/certificates-and-notices/E71C83D2-E440-49DD-80B5-8EE0F655010A
"
  2011-02-17
","Strathroy, Ontario",3230 Napperton Drive ,"Strathroy Retirement Residence, Strathroy, Ontario",Seasons Retirement Communities (Strathroy) LP,Amico Design Build Inc.,Glos Associates Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/1C261882-11C8-4D16-8F4E-63A1532AC2E8
"
  2011-02-17
",City of Toronto,"City Hall, 100 Queen Street, Toronto ","Accessibility Upgrades to existing washroom, ground floor",City of Toronto,Classic Construction Company (a Division fo 1093079 Ontario Ltd.),"Malcolm A Freeman, Freeman+Mason Architects & Engineers Inc.",https://canada.constructconnect.com/dcn/certificates-and-notices/DFB218CD-8DF5-4E67-B1C8-88FEEFF49262
"
  2011-02-17
",City of Toronto,"Dr. Norman Bethune, 200 Fundy Bay Boulevard, Toronto, Ontario M1W 3G1 ",Roof Replacement,Toronto District School Board,Flynn Canada Ltd.,Zoran Vondrus,https://canada.constructconnect.com/dcn/certificates-and-notices/99FE320A-73B2-49AC-921A-C58D6247AD86
"
  2011-02-17
",Scarborough Township,"1 Town Centre Court, Scarborough, Ontario M1P 0B3 ",Service Connection and Underslab Drainage,Townscape (1991) Limited Partnership,Silvio Construction Co. Ltd.,Dominus Construction Group,https://canada.constructconnect.com/dcn/certificates-and-notices/291FAA0D-AC6D-4F83-9B28-A7F2683F60CA
"
  2011-02-17
","72 Queen Street, Oshawa, Ontario L1H 3Z7", ,Re-Roofing Robert McLaughlin Gallery,The Corporation of the City of Oshawa,Nortex Roofing Ltd.,Morrison Hershfield Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/62A2CE11-9F08-40A0-A0C0-1F7AC3966475
"
  2011-02-17
","Thunder Bay, Ontario","Bishop Gallagher Sr. Elementary School, 159 Clayte St., Thunder Bay, ON  P7A 6S7 ",Broadbase Technology Classroom Renovation,Thunder Bay Catholic District School Board,Whitehall Contractors Inc.,PBK Architects Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/AD6119AE-7D36-4038-9876-7327DC24BEAA
"
  2011-02-17
",City of Toronto,"70 Wynford Drive, Toronto, Ontario M3C 1J9 ",Canada Post Corporation - Don Mills Letter Carrier Depot,Canada Post Corporation,Ira McDonald Construction Limited,Stanford Downey Architects Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/0C4C5511-D7B7-4D61-AE79-9112AAF2EB12
"
  2011-02-17
","Canada, Ontario, St. Catharines","240 Saint Paul Street W., St. Catharines, Ontario L2S 2E3 ",New Artifical Turf Sports Complex and Change Room Building,The Corporation of the City of St. Catharines,Merit Contractors Niagara,Cannon Design,https://canada.constructconnect.com/dcn/certificates-and-notices/62A5EDF0-8E67-4AA5-A6B8-C314DE1D279B
"
  2011-02-17
",Halton Region,"6521 Derry Road,  Milton, Ontario ",Construction of New Multi-tenant Commercial Shell Building 'B',Derry Scott Developments Limited,Fieldgate Construction Management Limited,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/7446585B-3D35-47BF-BE43-3C24A806FF26
"
  2011-02-17
",City of Toronto,"181 Wellington  Street West, Toronto, Ontario M5V 3G7 ",Millwork to hotel levels 6 through 20 and BOH areas P6 through P1 and Level 6 through level 20,Simcoe Wellington Residences Inc.,Provincial Store Fixtures Ltd.,Simcoe Wellington Residences Inc. - Condo,https://canada.constructconnect.com/dcn/certificates-and-notices/8787172E-DFFD-4299-85B0-58BA0D2396DC
"
  2011-02-17
",City of Kitchener,1375 Weber Street East ,"Base Building Tenant (Units 103, 104) Shell Alterations",Loblaw Properties Limited,Stucor Construction Ltd.,Loblaw Properties Limited,https://canada.constructconnect.com/dcn/certificates-and-notices/8090017E-29E6-4A25-8CF8-576892DDA179
"
  2011-02-17
",Town of Georgina,"23564 Woodbine Avenue, Keswick, Ontario ",RBC Keswick - Tenant Improvement,CB Richard Ellis Limited as authorized agent for Royal Bank of Canada,Perlane Construction,DIALOG Ontario Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/C457B107-5CC6-4EDB-B50F-8653C10A0F82
"
  2011-02-17
",City of Cornwall,"1225 Ontario Street, Cornwall, ON ",Installation of Leachate Manhole #10-T78,The Corporation of the City of Cornwall,Cornwall Gravel Co. Ltd.,Norm Levac,https://canada.constructconnect.com/dcn/certificates-and-notices/9AC1B41B-3A25-4651-BD1F-2B0FAE319232
"
  2011-02-17
","City of Toronto, Ontario","485 Patricia Avenue, Toronto, Ontario M3B 0A3 ","Supply and place soldier piles, lagging, struts, walers, rakers, soil anchors",Patricia & Bathurst Development Inc.,Deep Foundations Contractors Inc.,nan,https://canada.constructconnect.com/dcn/certificates-and-notices/50124AA7-BD61-46A5-A45C-E4BF0A5FB166
"
  2011-02-17
",City of Greater Sudbury,"935 Ramsey Lake Road, Sudbury, Ontario ","Living With Lakes Centre, Laurentian University",Laurentain University,Tribury Construction (1995) Inc.,"J.L. Richards & Associates Limited (Jeff Laberge, OAA, MRAIC, LEED AP)",https://canada.constructconnect.com/dcn/certificates-and-notices/3A02BBB3-FBE6-4CFF-B1A6-0189C041348D
"
  2011-02-17
","London, Ontario","Masonville Place, 1680 Richmond St. N., London, ON  N6G 3Y8 ",Entrance Heater Replacement,Cadillac Fairview Corporation,Springbank Mechanical Systems,Andronowski & Associates,https://canada.constructconnect.com/dcn/certificates-and-notices/25EA5BD3-05CC-4BFB-9158-64A40839FB88
"
  2011-02-17
",City of Thunder  Bay,Wash Bay Renovations ,Interior/Exterior Renovations to Existing Wash Bay,City of Thunder Bay,Manshield Construction (NWO),KGS Group,https://canada.constructconnect.com/dcn/certificates-and-notices/98B61DAB-1A65-4746-BDC4-2314DA432AD6
"
  2011-02-17
",City of Hamilton,Residential Development Located east of Glancaster Road and south of Kopperfield Lane ,"Watermain, Sanitary Sewer, Storm Sewer, Concrete Curb and Gutter, Base Course Asphalt road and Rough Lot Grading for Residential Development Located east of Glancester Road and south of Kopperfield Lane as described on The Odan/Detech Groups contract drawings No. 2 (Project No. 07216)",672385 Ontario Inc.,Trenchline and Roads Inc.,The Odan/Detech Group Inc.,https://canada.constructconnect.com/dcn/certificates-and-notices/A251904F-406A-4EE3-81D2-C0C9978EDC81
"
  2011-02-17
",City of Toronto,"Barchester Phase 3, Conlins and Ellesmere ",Civil Construction - Area rehab,Toronto Hydro Electric System,Powerline Plus,Sam Hifawi,https://canada.constructconnect.com/dcn/certificates-and-notices/4414C5B5-9734-48AA-BC51-DB4847153EEE
